1 1 0.0 0.0 0.000294971534889
1 2 0.0 0.0 0.00191104058224
1 3 0.0 0.0 0.00952467790642
1 4 0.0 0.0 0.0366150307416
1 5 0.0 0.0 0.108942217212
1 6 0.0 0.0 0.252064958024
1 7 0.0 0.0 0.456612878613
1 8 0.0 0.0 0.654245265621
1 9 0.0 0.0 0.753619423622
1 10 0.0 0.0 0.716949428697
1 11 0.0 0.0 0.589004522936
1 12 0.0 0.0 0.446721716617
1 13 0.0 0.0 0.337035565189
1 14 0.0 0.0 0.263358140697
1 15 0.0 0.0 0.208850623234
1 16 0.0 0.0 0.159505290221
1 17 0.0 0.0 0.111955970212
1 18 0.0 0.0 0.070062544258
1 19 0.0 0.0 0.0383840688905
1 20 0.0 0.0 0.0181845203767
-0.151785090573 0.132548587209
